Milliseconds,Signal Strength (dBm)
1739403112392,-74
1739403112482,-74
1739403112543,-74
1739403112655,-74
1739403112784,-74
1739403112917,-74
1739403112968,-74
1739403113095,-74
1739403113184,-74
1739403113246,-74
1739403113327,-74
1739403113420,-74
1739403113554,-74
1739403113677,-74
1739403113749,-74
1739403113818,-74
1739403113915,-74
1739403114011,-74
1739403114091,-74
1739403114163,-74
1739403114283,-74
1739403114353,-74
1739403114494,-74
1739403114573,-74
1739403114691,-74
1739403114750,-74
1739403114804,-74
1739403114917,-74
1739403115063,-74
1739403115188,-74
1739403115301,-74
1739403115371,-74
1739403115456,-74
1739403115589,-74
1739403115706,-74
1739403115781,-74
1739403115890,-74
1739403115950,-74
1739403116057,-74
1739403116184,-74
1739403116284,-74
1739403116356,-74
1739403116408,-74
1739403116533,-74
1739403116636,-74
1739403116747,-74
1739403116816,-74
1739403116948,-74
1739403117043,-74
1739403117095,-74
1739403117234,-74
1739403117297,-74
1739403117350,-74
1739403117488,-74
1739403117548,-74
1739403117633,-74
1739403117758,-74
1739403117900,-74
1739403118037,-74
1739403118112,-74
1739403118186,-74
1739403118242,-74
1739403118335,-74
1739403118419,-74
1739403118481,-74
1739403118531,-74
1739403118653,-74
1739403118732,-74
1739403118801,-74
1739403118911,-74
1739403119024,-74
1739403119167,-74
1739403119285,-74
1739403119404,-74
1739403119484,-74
1739403119595,-74
1739403119675,-74
1739403119807,-74
1739403119902,-74
1739403120031,-74
1739403120124,-74
1739403120246,-74
1739403120389,-74
1739403120500,-74
1739403120598,-74
1739403120737,-74
1739403120854,-74
1739403120959,-74
1739403121055,-74
1739403121132,-74
1739403121253,-74
1739403121358,-74
1739403121421,-74
1739403121541,-74
1739403121606,-74
1739403121742,-74
1739403121798,-74
1739403121854,-74
1739403121953,-74
1739403122088,-74
1739403122145,-74
1739403122206,-74
1739403122280,-74
1739403122346,-74
1739403122493,-74
1739403122570,-74
1739403122679,-74
1739403122747,-74
1739403122820,-74
1739403122876,-74
1739403122938,-74
1739403123016,-74
1739403123126,-74
1739403123221,-74
1739403123282,-74
1739403123348,-74
1739403123465,-74
1739403123519,-74
1739403123659,-74
1739403123777,-74
1739403123924,-74
1739403124073,-74
1739403124143,-74
1739403124230,-74
1739403124333,-74
1739403124411,-74
1739403124464,-74
1739403124554,-74
1739403124619,-74
1739403124686,-74
1739403124751,-74
1739403124866,-74
1739403124963,-74
1739403125077,-74
1739403125163,-74
1739403125267,-74
1739403125381,-74
1739403125471,-74
1739403125600,-74
1739403125731,-74
1739403125848,-74
1739403125902,-74
1739403126003,-74
1739403126076,-74
1739403126131,-74
1739403126182,-74
1739403126275,-74
1739403126346,-74
1739403126494,-74
1739403126629,-74
1739403126696,-74
1739403126846,-74
1739403126917,-74
1739403126984,-74
1739403127069,-74
1739403127207,-74
1739403127345,-74
1739403127455,-74
1739403127578,-74
1739403127708,-74
1739403127856,-74
1739403127994,-74
1739403128135,-74
1739403128194,-74
1739403128280,-74
1739403128369,-74
1739403128426,-74
1739403128561,-74
1739403128697,-74
1739403128787,-74
1739403128882,-74
1739403128980,-74
1739403129040,-74
1739403129104,-74
1739403129218,-74
1739403129305,-74
1739403129390,-74
1739403129529,-74
1739403129626,-74
1739403129739,-74
1739403129793,-74
1739403129882,-74
1739403129980,-74
1739403130033,-74
1739403130168,-74
1739403130295,-74
1739403130427,-74
1739403130491,-74
1739403130561,-74
1739403130642,-74
1739403130705,-74
1739403130800,-74
1739403130950,-74
1739403131091,-74
1739403131175,-74
1739403131302,-74
1739403131444,-74
1739403131497,-74
1739403131554,-74
1739403131702,-74
1739403131845,-74
1739403131980,-74
1739403132047,-74
1739403132113,-74
1739403132246,-74
1739403132302,-74
1739403132451,-74
1739403132511,-74
1739403132649,-74
1739403132739,-74
1739403132878,-74
1739403132959,-74
1739403133100,-74
1739403133211,-74
1739403133360,-74
1739403133416,-74
1739403133483,-74
1739403133614,-74
1739403133719,-74
1739403133784,-74
1739403133885,-74
1739403133952,-74
1739403134049,-74
1739403134183,-74
1739403134283,-74
1739403134405,-74
1739403134524,-74
1739403134663,-74
1739403134734,-74
1739403134809,-74
1739403134887,-74
1739403134942,-74
1739403135048,-74
1739403135172,-74
1739403135294,-74
1739403135369,-74
1739403135443,-74
1739403135523,-74
1739403135642,-74
1739403135777,-74
1739403135828,-74
1739403135956,-74
1739403136055,-74
1739403136126,-74
1739403136245,-74
1739403136346,-74
1739403136463,-74
1739403136565,-74
1739403136687,-74
1739403136750,-74
1739403136898,-74
1739403137029,-74
1739403137148,-74
1739403137290,-74
1739403137410,-74
1739403137556,-74
1739403137634,-74
1739403137777,-74
1739403137844,-74
1739403137943,-74
1739403138059,-74
1739403138182,-74
1739403138269,-74
1739403138396,-74
1739403138471,-74
1739403138566,-74
1739403138706,-74
1739403138804,-74
1739403138936,-74
1739403139054,-74
1739403139144,-74
1739403139268,-74
1739403139379,-74
1739403139502,-74
1739403139609,-74
1739403139704,-74
1739403139796,-74
1739403139920,-74
1739403140009,-74
1739403140097,-74
1739403140156,-74
1739403140271,-74
1739403140339,-74
1739403140434,-74
1739403140570,-74
1739403140633,-74
1739403140771,-74
1739403140908,-74
1739403141027,-74
1739403141125,-74
1739403141209,-74
1739403141328,-74
1739403141432,-74
1739403141507,-74
1739403141572,-74
1739403141675,-74
1739403141760,-74
1739403141882,-74
1739403141999,-74
1739403142128,-74
1739403142231,-74
1739403142302,-74
1739403142429,-74
1739403142546,-74
1739403142603,-74
1739403142705,-74
1739403142819,-74
1739403142874,-74
1739403142984,-74
1739403143062,-74
1739403143185,-74
1739403143293,-74
1739403143388,-74
1739403143483,-74
1739403143587,-74
1739403143717,-74
1739403143856,-74
1739403144001,-74
1739403144054,-74
1739403144132,-74
1739403144228,-74
1739403144375,-74
1739403144440,-74
1739403144564,-74
1739403144636,-74
1739403144774,-74
1739403144843,-74
1739403144923,-74
1739403144974,-74
1739403145086,-74
1739403145170,-74
1739403145291,-74
1739403145374,-74
1739403145443,-74
1739403145515,-74
1739403145644,-74
1739403145760,-74
1739403145887,-74
1739403146034,-74
1739403146103,-74
1739403146167,-74
1739403146309,-74
1739403146429,-74
1739403146513,-74
1739403146576,-74
1739403146694,-74
1739403146771,-74
1739403146841,-74
1739403146900,-74
1739403146977,-74
1739403147105,-74
1739403147231,-74
1739403147343,-74
1739403147403,-74
1739403147511,-74
1739403147638,-74
1739403147773,-74
1739403147859,-74
1739403147928,-74
1739403148007,-74
1739403148093,-74
1739403148154,-74
1739403148275,-74
1739403148346,-74
1739403148408,-74
1739403148490,-74
1739403148572,-74
1739403148630,-74
1739403148763,-74
1739403148842,-74
1739403148969,-74
1739403149078,-74
1739403149182,-74
1739403149307,-74
1739403149421,-74
1739403149550,-74
1739403149627,-74
1739403149773,-74
1739403149838,-74
1739403149973,-74
1739403150119,-74
1739403150197,-74
1739403150339,-74
1739403150415,-74
1739403150482,-74
1739403150583,-74
1739403150702,-74
1739403150803,-74
1739403150949,-74
1739403151041,-74
1739403151105,-74
1739403151246,-74
1739403151306,-74
1739403151358,-74
1739403151429,-74
1739403151535,-74
1739403151633,-74
1739403151730,-74
1739403151838,-74
1739403151908,-74
1739403152019,-74
1739403152112,-74
1739403152168,-74
1739403152310,-74
1739403152423,-74
1739403152566,-74
1739403152693,-74
1739403152812,-74
1739403152865,-74
1739403152930,-74
1739403153031,-74
1739403153117,-74
1739403153246,-74
1739403153325,-74
1739403153389,-74
1739403153510,-74
1739403153627,-74
1739403153760,-74
1739403153839,-74
1739403153900,-74
1739403153957,-74
1739403154012,-74
1739403154124,-74
1739403154189,-74
1739403154245,-74
1739403154394,-74
1739403154502,-74
1739403154584,-74
1739403154697,-74
1739403154823,-74
1739403154920,-74
1739403155042,-74
1739403155137,-74
1739403155261,-74
1739403155317,-74
1739403155410,-74
1739403155514,-74
1739403155582,-74
1739403155713,-74
1739403155797,-74
1739403155909,-74
1739403156023,-74
1739403156118,-74
1739403156179,-74
1739403156321,-74
1739403156402,-74
1739403156532,-74
1739403156669,-74
1739403156810,-74
1739403156866,-74
1739403156926,-74
1739403157051,-74
1739403157117,-74
1739403157205,-74
1739403157309,-74
1739403157379,-74
1739403157527,-74
1739403157606,-74
1739403157735,-74
1739403157845,-74
1739403157955,-74
1739403158062,-74
1739403158134,-74
1739403158225,-74
1739403158352,-74
1739403158475,-74
1739403158528,-74
1739403158589,-74
1739403158660,-74
1739403158712,-74
1739403158833,-74
1739403158975,-74
1739403159118,-74
1739403159168,-74
1739403159318,-74
1739403159445,-74
1739403159520,-74
1739403159593,-74
1739403159644,-74
1739403159720,-74
1739403159827,-74
1739403159914,-74
1739403159989,-74
1739403160042,-74
1739403160179,-74
1739403160269,-74
1739403160345,-74
1739403160449,-74
1739403160587,-74
1739403160661,-74
1739403160783,-74
1739403160871,-74
1739403161004,-74
1739403161068,-74
1739403161208,-74
1739403161311,-74
1739403161393,-74
1739403161467,-74
1739403161608,-74
1739403161670,-74
1739403161779,-74
1739403161911,-74
1739403162043,-74
1739403162118,-74
1739403162234,-74
1739403162332,-74
1739403162414,-74
1739403162552,-74
1739403162651,-74
1739403162738,-74
1739403162854,-74
1739403162995,-74
1739403163083,-74
1739403163139,-74
1739403163252,-74
1739403163391,-74
1739403163446,-74
1739403163534,-74
1739403163637,-74
1739403163769,-74
1739403163918,-74
1739403164025,-74
1739403164117,-74
1739403164214,-74
1739403164270,-74
1739403164405,-74
1739403164555,-74
1739403164672,-74
1739403164769,-74
1739403164899,-74
1739403165030,-74
1739403165131,-74
1739403165257,-74
1739403165344,-74
1739403165492,-74
1739403165542,-74
1739403165667,-74
1739403165817,-74
1739403165931,-74
1739403165985,-74
1739403166117,-74
1739403166215,-74
1739403166271,-74
1739403166383,-74
1739403166473,-74
1739403166564,-74
1739403166703,-74
1739403166797,-74
1739403166853,-74
1739403166942,-74
1739403167054,-74
1739403167198,-74
1739403167273,-74
1739403167416,-74
1739403167513,-74
1739403167629,-74
1739403167739,-74
1739403167797,-74
1739403167860,-74
1739403167927,-74
1739403168018,-74
1739403168085,-74
1739403168180,-74
1739403168294,-74
1739403168412,-74
1739403168556,-74
1739403168644,-74
1739403168768,-74
1739403168890,-74
1739403169027,-74
1739403169134,-74
1739403169272,-74
1739403169421,-74
1739403169475,-74
1739403169586,-74
1739403169673,-74
1739403169729,-74
1739403169840,-74
1739403169965,-74
1739403170019,-74
1739403170092,-74
1739403170153,-74
1739403170234,-74
1739403170358,-74
1739403170485,-74
1739403170596,-74
1739403170714,-74
1739403170818,-74
1739403170968,-74
1739403171063,-74
1739403171148,-74
1739403171293,-74
1739403171419,-74
1739403171489,-74
1739403171575,-74
1739403171704,-74
1739403171823,-74
1739403171903,-74
1739403172041,-74
1739403172146,-74
1739403172281,-74
1739403172379,-74
1739403172458,-74
1739403172562,-74
1739403172654,-74
1739403172737,-74
1739403172816,-74
1739403172881,-74
1739403173005,-74
1739403173101,-74
1739403173216,-74
1739403173325,-74
1739403173397,-74
1739403173489,-74
1739403173543,-74
1739403173632,-74
1739403173732,-74
1739403173799,-74
1739403173882,-74
1739403173980,-74
1739403174079,-74
1739403174131,-74
1739403174258,-74
1739403174341,-74
1739403174438,-74
1739403174502,-74
1739403174591,-74
1739403174731,-74
1739403174879,-74
1739403175023,-74
1739403175126,-74
1739403175261,-74
1739403175376,-74
1739403175498,-74
1739403175610,-74
1739403175751,-74
1739403175823,-74
1739403175939,-74
1739403176065,-74
1739403176127,-74
1739403176239,-74
1739403176343,-74
1739403176460,-74
1739403176571,-74
1739403176627,-74
1739403176721,-74
1739403176821,-74
1739403176917,-74
1739403176986,-74
1739403177046,-74
1739403177152,-74
1739403177257,-74
1739403177326,-74
1739403177411,-74
1739403177488,-74
1739403177573,-74
1739403177668,-74
1739403177730,-74
1739403177872,-74
1739403178004,-74
1739403178076,-74
1739403178220,-74
1739403178314,-74
1739403178412,-74
1739403178554,-74
1739403178608,-74
1739403178730,-74
1739403178838,-74
1739403178977,-74
1739403179057,-74
1739403179125,-74
1739403179227,-74
1739403179312,-74
1739403179377,-74
1739403179520,-74
1739403179587,-74
1739403179708,-74
1739403179770,-74
1739403179820,-74
1739403179943,-74
1739403180018,-74
1739403180127,-74
1739403180225,-74
1739403180284,-74
1739403180343,-74
1739403180471,-74
1739403180545,-74
1739403180643,-74
1739403180778,-74
1739403180896,-74
1739403181041,-74
1739403181141,-74
1739403181266,-74
1739403181395,-74
1739403181520,-74
1739403181603,-74
1739403181715,-74
1739403181848,-74
1739403181931,-74
1739403182040,-74
1739403182184,-74
1739403182251,-74
1739403182361,-74
1739403182502,-74
1739403182557,-74
1739403182621,-74
1739403182731,-74
1739403182812,-74
1739403182908,-74
1739403183038,-74
1739403183188,-74
1739403183276,-74
1739403183391,-74
1739403183488,-74
1739403183566,-74
1739403183670,-74
1739403183720,-74
1739403183815,-74
1739403183925,-74
1739403184009,-74
1739403184139,-74
1739403184248,-74
1739403184379,-74
1739403184485,-74
1739403184548,-74
1739403184624,-74
1739403184679,-74
1739403184791,-74
1739403184847,-74
1739403184987,-74
1739403185037,-74
1739403185087,-74
1739403185219,-74
1739403185306,-74
1739403185392,-74
1739403185499,-74
1739403185599,-74
1739403185685,-74
1739403185806,-74
1739403185860,-74
1739403185951,-74
1739403186073,-74
1739403186177,-74
1739403186300,-74
1739403186409,-74
1739403186494,-74
1739403186625,-74
1739403186711,-74
1739403186845,-74
1739403186949,-74
1739403187081,-74
1739403187191,-74
1739403187262,-74
1739403187391,-74
1739403187531,-74
1739403187677,-74
1739403187825,-74
1739403187887,-74
1739403187947,-74
1739403188022,-74
1739403188116,-74
1739403188183,-74
1739403188318,-74
1739403188461,-74
1739403188534,-74
1739403188640,-74
1739403188722,-74
1739403188841,-74
1739403188982,-74
1739403189070,-74
1739403189204,-74
1739403189257,-74
1739403189334,-74
1739403189473,-74
1739403189579,-74
1739403189678,-74
1739403189774,-74
1739403189913,-74
1739403189963,-74
1739403190034,-74
1739403190102,-74
1739403190156,-74
1739403190227,-74
1739403190298,-74
1739403190385,-74
1739403190480,-74
1739403190590,-74
1739403190707,-74
1739403190761,-74
1739403190814,-74
1739403190892,-74
1739403191028,-74
1739403191122,-74
1739403191257,-74
1739403191379,-74
1739403191498,-74
1739403191613,-74
1739403191743,-74
1739403191828,-74
1739403191969,-74
1739403192037,-74
1739403192186,-74
1739403192246,-74
1739403192370,-74
1739403192428,-74
1739403192512,-74
1739403192575,-74
1739403192724,-74
1739403192861,-74
1739403192945,-74
1739403193033,-74
1739403193139,-74
1739403193286,-74
1739403193417,-74
1739403193534,-74
1739403193625,-74
1739403193754,-74
1739403193885,-74
1739403194030,-74
1739403194167,-74
1739403194258,-74
1739403194311,-74
1739403194449,-74
1739403194501,-74
1739403194612,-74
1739403194695,-74
1739403194780,-74
1739403194918,-74
1739403195018,-74
1739403195118,-74
1739403195268,-74
1739403195361,-74
1739403195444,-74
1739403195573,-74
1739403195669,-74
1739403195790,-74
1739403195912,-74
1739403196013,-74
1739403196143,-74
1739403196287,-74
1739403196378,-74
1739403196442,-74
1739403196518,-74
1739403196645,-74
1739403196779,-74
1739403196885,-74
1739403196986,-74
1739403197040,-74
1739403197170,-74
1739403197256,-74
1739403197339,-74
1739403197419,-74
1739403197546,-74
1739403197642,-74
1739403197723,-74
1739403197826,-74
1739403197883,-74
1739403198027,-74
1739403198090,-74
1739403198170,-74
1739403198304,-74
1739403198380,-74
1739403198516,-74
1739403198572,-74
1739403198675,-74
1739403198767,-74
1739403198913,-74
1739403199011,-74
1739403199093,-74
1739403199218,-74
1739403199315,-74
1739403199423,-74
1739403199493,-74
1739403199611,-74
1739403199716,-74
1739403199768,-74
1739403199836,-74
1739403199952,-74
1739403200040,-74
1739403200145,-74
1739403200260,-74
1739403200369,-74
1739403200490,-74
1739403200546,-74
1739403200606,-74
1739403200745,-74
1739403200891,-74
1739403200980,-74
1739403201096,-74
1739403201146,-74
1739403201252,-74
1739403201304,-74
1739403201400,-74
1739403201534,-74
1739403201673,-74
1739403201802,-74
1739403201864,-74
1739403201940,-74
1739403202050,-74
1739403202111,-74
1739403202251,-74
1739403202370,-74
1739403202445,-74
1739403202517,-74
1739403202631,-74
1739403202768,-74
1739403202841,-74
1739403202919,-74
1739403202994,-74
1739403203048,-74
1739403203151,-74
1739403203208,-74
1739403203357,-74
1739403203471,-74
1739403203556,-74
1739403203654,-74
1739403203774,-74
1739403203892,-74
1739403203974,-74
1739403204051,-74
1739403204187,-74
1739403204315,-74
1739403204418,-74
1739403204556,-74
1739403204636,-74
1739403204747,-74
1739403204853,-74
1739403204916,-74
1739403205057,-74
1739403205157,-74
1739403205294,-74
1739403205351,-74
1739403205405,-74
1739403205531,-74
1739403205634,-74
1739403205714,-74
1739403205830,-74
1739403205901,-74
1739403206049,-74
1739403206134,-74
1739403206236,-74
1739403206317,-74
1739403206444,-74
1739403206533,-74
1739403206609,-74
1739403206745,-74
1739403206869,-74
1739403206956,-74
1739403207101,-74
1739403207216,-74
1739403207322,-74
1739403207397,-74
1739403207452,-74
1739403207594,-74
1739403207690,-74
1739403207773,-74
1739403207915,-74
1739403208063,-74
1739403208145,-74
1739403208207,-74
1739403208318,-74
1739403208377,-74
1739403208481,-74
1739403208536,-74
1739403208610,-74
1739403208743,-74
1739403208887,-74
1739403208970,-74
1739403209082,-74
1739403209136,-74
1739403209261,-74
1739403209361,-74
1739403209446,-74
1739403209593,-74
1739403209685,-74
1739403209809,-74
1739403209918,-74
1739403210043,-74
1739403210170,-74
1739403210254,-74
1739403210315,-74
1739403210402,-74
1739403210549,-74
1739403210669,-74
1739403210730,-74
1739403210845,-74
1739403210903,-74
1739403210955,-74
1739403211076,-74
1739403211217,-74
1739403211296,-74
1739403211417,-74
1739403211551,-74
1739403211687,-74
1739403211776,-74
1739403211882,-74
1739403211951,-74
1739403212058,-74
1739403212158,-74
1739403212210,-74
1739403212273,-74
1739403212354,-74
1739403212463,-74
1739403212608,-74
1739403212683,-74
1739403212778,-74
1739403212898,-74
1739403213002,-74
1739403213144,-74
1739403213209,-74
1739403213299,-74
1739403213429,-74
1739403213571,-74
1739403213672,-74
1739403213765,-74
1739403213821,-74
1739403213921,-74
1739403214058,-74
1739403214189,-74
1739403214263,-74
1739403214363,-74
1739403214485,-74
1739403214623,-74
1739403214681,-74
1739403214800,-74
1739403214909,-74
1739403215051,-74
1739403215199,-74
1739403215250,-74
1739403215340,-74
1739403215414,-74
1739403215479,-74
1739403215551,-74
1739403215681,-74
1739403215785,-74
1739403215860,-74
1739403215972,-74
1739403216121,-74
1739403216222,-74
1739403216301,-74
1739403216401,-74
1739403216460,-74
1739403216587,-74
1739403216699,-74
1739403216783,-74
1739403216930,-74
1739403217080,-74
1739403217227,-74
1739403217323,-74
1739403217433,-74
1739403217523,-74
1739403217610,-74
1739403217710,-74
1739403217771,-74
1739403217917,-74
1739403218065,-74
1739403218182,-74
1739403218302,-74
1739403218380,-74
1739403218444,-74
1739403218591,-74
1739403218735,-74
1739403218830,-74
1739403218962,-74
1739403219048,-74
1739403219166,-74
1739403219313,-74
1739403219420,-74
1739403219523,-74
1739403219601,-74
1739403219676,-74
1739403219806,-74
1739403219884,-74
1739403219989,-74
1739403220101,-74
1739403220181,-74
1739403220291,-74
1739403220373,-74
1739403220477,-74
1739403220550,-74
1739403220633,-74
1739403220761,-74
1739403220890,-74
1739403221026,-74
1739403221148,-74
1739403221227,-74
1739403221354,-74
1739403221404,-74
1739403221495,-74
1739403221610,-74
1739403221713,-74
1739403221788,-74
1739403221937,-74
1739403222024,-74
1739403222174,-74
1739403222307,-74
1739403222380,-74
1739403222434,-74
1739403222495,-74
1739403222594,-74
1739403222688,-74
1739403222754,-74
1739403222886,-74
1739403223025,-74
1739403223085,-74
1739403223235,-74
1739403223342,-74
1739403223477,-74
1739403223573,-74
1739403223668,-74
1739403223765,-74
1739403223835,-74
1739403223940,-74
1739403224014,-74
1739403224102,-74
1739403224172,-74
1739403224259,-74
1739403224387,-74
1739403224476,-74
1739403224556,-74
1739403224675,-74
1739403224725,-74
1739403224801,-74
1739403224859,-74
1739403224957,-74
1739403225016,-74
1739403225162,-74
1739403225217,-74
1739403225328,-74
1739403225470,-74
1739403225571,-74
1739403225625,-74
1739403225775,-74
1739403225921,-74
1739403226040,-74
1739403226141,-74
1739403226220,-74
1739403226292,-74
1739403226395,-74
1739403226518,-74
1739403226618,-74
1739403226768,-74
1739403226849,-74
1739403226974,-74
1739403227040,-74
1739403227179,-74
1739403227308,-74
1739403227455,-74
1739403227544,-74
1739403227664,-74
1739403227749,-74
1739403227848,-74
1739403227900,-74
1739403227970,-74
1739403228034,-74
1739403228136,-74
1739403228286,-74
1739403228402,-74
1739403228468,-74
1739403228598,-74
1739403228659,-74
1739403228737,-74
1739403228802,-74
1739403228885,-74
1739403228939,-74
1739403229027,-74
1739403229101,-74
1739403229153,-74
1739403229218,-74
1739403229317,-74
1739403229443,-74
1739403229495,-74
1739403229592,-74
1739403229732,-74
1739403229849,-74
1739403229915,-74
1739403230050,-74
1739403230136,-74
1739403230221,-74
1739403230288,-74
1739403230418,-74
1739403230473,-74
1739403230551,-74
1739403230694,-74
1739403230786,-74
1739403230924,-74
1739403230976,-74
1739403231121,-74
1739403231195,-74
1739403231284,-74
1739403231352,-74
1739403231407,-74
1739403231496,-74
1739403231553,-74
1739403231675,-74
1739403231764,-74
1739403231826,-74
1739403231931,-74
1739403232029,-74
1739403232079,-74
1739403232177,-74
1739403232283,-74
1739403232388,-74
1739403232503,-74
1739403232634,-74
1739403232765,-74
1739403232898,-74
1739403232963,-74
1739403233021,-74
1739403233104,-74
1739403233188,-74
1739403233307,-74
1739403233406,-74
1739403233480,-74
1739403233574,-74
1739403233676,-74
1739403233764,-74
1739403233869,-74
1739403233967,-74
1739403234071,-74
1739403234212,-74
1739403234313,-74
1739403234393,-74
1739403234512,-74
1739403234566,-74
1739403234620,-74
1739403234738,-74
1739403234850,-74
1739403234908,-74
1739403234991,-74
1739403235103,-74
1739403235226,-74
1739403235318,-74
1739403235402,-74
1739403235541,-74
1739403235670,-74
1739403235804,-74
1739403235950,-74
1739403236008,-74
1739403236097,-74
1739403236200,-74
1739403236256,-74
1739403236358,-74
1739403236486,-74
1739403236591,-74
1739403236648,-74
1739403236757,-74
1739403236868,-74
1739403237014,-74
1739403237075,-74
1739403237158,-74
1739403237294,-74
1739403237369,-74
1739403237453,-74
1739403237561,-74
1739403237666,-74
1739403237760,-74
1739403237851,-74
1739403237982,-74
1739403238068,-74
1739403238176,-74
1739403238302,-74
1739403238388,-74
1739403238438,-74
1739403238583,-74
1739403238714,-74
1739403238833,-74
1739403238936,-74
1739403239050,-74
1739403239156,-74
1739403239276,-74
1739403239385,-74
1739403239439,-74
1739403239501,-74
1739403239567,-74
1739403239679,-74
1739403239778,-74
1739403239904,-74
1739403239982,-74
1739403240047,-74
1739403240130,-74
1739403240244,-74
1739403240313,-74
1739403240403,-74
1739403240490,-74
1739403240636,-74
1739403240719,-74
1739403240812,-74
1739403240911,-74
1739403241037,-74
1739403241101,-74
1739403241169,-74
1739403241228,-74
1739403241321,-74
1739403241378,-74
1739403241479,-74
1739403241555,-74
1739403241647,-74
1739403241704,-74
1739403241852,-74
1739403241917,-74
1739403241999,-74
1739403242137,-74
1739403242272,-74
1739403242408,-74
1739403242461,-74
1739403242532,-74
1739403242647,-74
1739403242793,-74
1739403242857,-74
1739403242914,-74
1739403243054,-74
1739403243184,-74
1739403243285,-74
1739403243380,-74
1739403243516,-74
1739403243594,-74
1739403243657,-74
1739403243807,-74
1739403243889,-74
1739403243987,-74
1739403244137,-74
1739403244286,-74
1739403244345,-74
1739403244430,-74
1739403244531,-74
1739403244592,-74
1739403244732,-74
1739403244821,-74
1739403244885,-74
1739403244990,-74
1739403245070,-74
1739403245177,-74
1739403245277,-74
1739403245367,-74
1739403245485,-74
1739403245571,-74
1739403245636,-74
1739403245696,-74
1739403245810,-74
1739403245916,-74
1739403245966,-74
1739403246106,-74
1739403246240,-74
1739403246343,-74
1739403246448,-74
1739403246592,-74
1739403246735,-74
1739403246823,-74
1739403246924,-74
1739403246996,-74
1739403247126,-74
1739403247223,-74
1739403247366,-74
1739403247476,-74
1739403247584,-74
1739403247727,-74
1739403247823,-74
1739403247963,-74
1739403248067,-74
1739403248117,-74
1739403248170,-74
1739403248319,-74
1739403248457,-74
1739403248590,-74
1739403248703,-74
1739403248837,-74
1739403248889,-74
1739403249019,-74
1739403249143,-74
1739403249247,-74
1739403249389,-74
1739403249503,-74
1739403249594,-74
1739403249677,-74
1739403249807,-74
1739403249872,-74
1739403249956,-74
1739403250041,-74
1739403250126,-74
1739403250230,-74
1739403250295,-74
1739403250439,-74
1739403250510,-74
1739403250564,-74
1739403250677,-74
1739403250814,-74
1739403250910,-74
1739403251013,-74
1739403251084,-74
1739403251201,-74
1739403251320,-74
1739403251430,-74
1739403251573,-74
1739403251633,-74
1739403251769,-74
1739403251844,-74
1739403251965,-74
1739403252042,-74
1739403252169,-74
1739403252243,-74
1739403252340,-74
1739403252454,-74
1739403252585,-74
1739403252636,-74
1739403252759,-74
1739403252819,-74
1739403252962,-74
1739403253093,-74
1739403253200,-74
1739403253269,-74
1739403253362,-74
1739403253462,-74
1739403253611,-74
1739403253722,-74
1739403253811,-74
1739403253932,-74
1739403254020,-74
1739403254166,-74
1739403254292,-74
1739403254432,-74
1739403254557,-74
1739403254654,-74
1739403254719,-74
1739403254831,-74
1739403254891,-74
1739403255023,-74
1739403255116,-74
1739403255241,-74
1739403255372,-74
1739403255519,-74
1739403255585,-74
1739403255722,-74
1739403255844,-74
1739403255902,-74
1739403255956,-74
1739403256057,-74
1739403256126,-74
1739403256185,-74
1739403256318,-74
1739403256417,-74
1739403256470,-74
1739403256536,-74
1739403256642,-74
1739403256767,-74
1739403256907,-74
1739403256971,-74
1739403257053,-74
1739403257179,-74
1739403257314,-74
1739403257408,-74
1739403257522,-74
1739403257617,-74
1739403257741,-74
1739403257870,-74
1739403257964,-74
1739403258069,-74
1739403258194,-74
1739403258295,-74
1739403258422,-74
1739403258479,-74
1739403258601,-74
1739403258690,-74
1739403258754,-74
1739403258898,-74
1739403258962,-74
1739403259071,-74
1739403259190,-74
1739403259279,-74
1739403259406,-74
1739403259484,-74
1739403259570,-74
1739403259648,-74
1739403259714,-74
1739403259795,-74
1739403259860,-74
1739403259927,-74
1739403259999,-74
1739403260068,-74
1739403260151,-74
1739403260225,-74
1739403260334,-74
1739403260480,-74
1739403260549,-74
1739403260638,-74
1739403260721,-74
1739403260776,-74
1739403260916,-74
1739403260983,-74
1739403261042,-74
1739403261167,-74
1739403261224,-74
1739403261295,-74
1739403261368,-74
1739403261513,-74
1739403261615,-74
1739403261680,-74
1739403261779,-74
1739403261837,-74
1739403261981,-74
1739403262050,-74
1739403262103,-74
1739403262182,-74
1739403262312,-74
1739403262383,-74
1739403262482,-74
1739403262599,-74
1739403262729,-74
1739403262848,-74
1739403262996,-74
1739403263070,-74
1739403263190,-74
1739403263320,-74
1739403263448,-74
1739403263498,-74
1739403263556,-74
1739403263627,-74
1739403263750,-74
1739403263855,-74
1739403263930,-74
1739403263991,-74
1739403264069,-74
1739403264127,-74
1739403264214,-74
1739403264312,-74
1739403264419,-74
1739403264490,-74
1739403264549,-74
1739403264644,-74
1739403264707,-74
1739403264850,-74
1739403264990,-74
1739403265046,-74
1739403265130,-74
1739403265258,-74
1739403265314,-74
1739403265436,-74
1739403265546,-74
1739403265596,-74
1739403265672,-74
1739403265820,-74
1739403265923,-74
1739403265974,-74
1739403266081,-74
1739403266179,-74
1739403266309,-74
1739403266372,-74
1739403266502,-74
1739403266640,-74
1739403266694,-74
1739403266834,-74
1739403266972,-74
1739403267121,-74
